12 (60).jpg,680,0,917,5,467,16,1179,29,269,53,93,121,1364,147,0,256,1376,348,29,445,1213,543,149,595,986,663,319,696,758,731,530,745
12 (64).jpg,777,0,541,1,1024,22,313,24,1284,64,107,90,1456,192,0,237,1456,387,37,447,1291,567,182,608,1068,681,374,714,839,747,602,762
12 (65).jpg,572,0,812,5,336,18,1056,31,1311,79,120,79,1477,207,0,228,1477,400,30,446,1315,579,176,616,1093,693,377,727,861,762,615,778
12 (67).jpg,867,0,1118,11,612,10,1379,45,356,45,119,128,1549,164,0,301,1559,359,54,537,1410,552,1198,688,234,704,970,782,462,800,719,826
12 (68).jpg,420,0,540,2,300,9,666,13,175,33,755,61,61,74,774,154,0,156,716,256,23,273,616,332,115,358,502,384,235,405,371,413
12 (69).jpg,445,2,323,0,563,13,194,13,684,33,71,45,765,87,0,124,780,176,15,244,718,271,104,336,617,338,500,384,226,391,366,406
12 (70).jpg,549,0,424,3,680,6,298,17,174,46,775,54,57,92,799,150,0,178,740,258,27,297,638,339,122,381,520,398,246,426,386,431
12 (71).jpg,436,0,314,4,557,8,187,22,681,24,67,59,767,76,0,137,783,169,17,258,721,267,617,339,106,347,500,388,227,399,366,412
12 (73).jpg,316,0,191,5,435,8,552,27,71,28,671,54,0,99,749,113,755,203,5,216,686,292,84,311,580,351,196,373,462,387,330,398
12 (74).jpg,316,0,193,2,435,11,73,22,552,32,672,61,0,91,749,123,2,208,752,214,679,302,77,304,570,358,186,369,449,391,317,398
12 (79).jpg,565,0,725,3,401,13,891,18,233,44,1007,85,77,101,1028,208,0,214,949,340,39,370,819,438,166,480,673,508,327,539,504,547
12 (81).jpg,466,0,655,1,272,18,841,19,1033,53,94,71,1157,148,0,195,1160,296,28,374,1044,440,154,509,878,536,319,591,703,598,512,621
12 (82).jpg,319,0,531,7,118,35,737,33,937,77,1144,142,0,156,1263,263,5,351,1238,424,120,510,1085,560,284,619,891,639,484,677,692,680
12 (83).jpg,85,0,212,1,345,25,457,60,6,70,558,103,659,155,0,218,727,234,728,331,82,351,663,418,196,446,567,471,332,495,459,499
12 (84).jpg,93,0,224,1,357,25,472,61,8,71,573,104,675,155,0,220,741,234,738,330,80,354,669,417,195,447,571,469,462,497,332,494
12 (85).jpg,193,0,323,6,69,16,437,25,542,53,650,89,0,94,726,156,11,234,737,251,682,344,103,351,593,406,224,427,488,446,363,457
12 (86).jpg,199,0,75,7,326,13,435,39,532,72,0,82,633,113,699,183,2,225,706,274,89,346,649,361,562,418,204,427,461,453,338,462
12 (87).jpg,108,0,229,15,354,53,25,63,456,101,544,154,633,216,0,213,688,301,64,357,676,397,163,463,605,477,511,520,287,524,408,538
12 (88).jpg,82,0,215,7,355,39,3,75,473,84,575,137,681,201,0,244,753,292,757,403,86,401,694,499,209,515,597,556,355,577,489,585
12 (92).jpg,261,0,436,5,615,27,96,31,799,65,989,120,0,136,1102,233,12,302,1087,380,110,440,953,500,251,537,780,567,423,592,603,600
12 (93).jpg,414,0,603,3,240,12,805,22,81,61,1026,62,0,173,1172,175,27,334,1170,340,134,465,1026,483,279,555,836,565,457,605,645,607
12 (94).jpg,648,0,854,6,449,12,1070,29,257,38,82,105,1214,128,0,237,1225,287,49,413,1104,443,186,541,930,547,748,615,357,617,553,642
12 (95).jpg,869,0,655,0,450,17,1098,19,254,50,80,121,1255,120,0,256,1267,285,51,433,1138,450,190,561,955,560,764,633,363,637,563,661
12 (96).jpg,691,0,477,6,911,11,271,32,1142,44,86,97,1290,154,0,235,1289,323,49,421,1150,481,190,556,962,584,366,638,769,647,567,669
12 (97).jpg,700,0,484,6,922,12,275,30,1155,45,88,96,1304,157,0,235,1302,327,49,422,1159,486,190,557,968,587,367,640,773,651,570,672
12 (98).jpg,689,0,912,7,474,12,1146,32,267,42,84,112,1301,141,0,252,1302,311,50,435,1162,475,192,568,972,582,369,647,777,651,572,675
12 (99).jpg,871,0,648,5,1117,13,441,26,248,64,1293,116,79,136,0,269,1318,293,45,446,1183,471,179,579,984,590,355,661,778,665,563,691
12 (100).jpg,638,0,442,8,853,11,258,33,1092,42,93,89,1262,153,0,210,1282,339,17,389,1139,516,125,537,929,628,287,641,710,679,489,680
12 (105).jpg,688,0,505,6,886,15,330,31,1109,38,161,66,1276,112,39,147,1311,261,0,295,1171,425,68,429,938,529,212,532,686,583,432,590
12 (106).jpg,538,0,723,2,361,16,922,26,186,43,1145,61,53,116,1308,143,0,265,1329,298,56,404,1174,455,194,515,928,548,410,583,668,590
12 (108).jpg,526,1,403,0,283,11,657,10,166,34,747,65,58,77,0,158,762,164,695,270,21,273,587,346,103,357,469,396,212,407,341,420
12 (109).jpg,534,1,410,0,663,9,290,12,171,36,751,61,61,79,766,159,0,160,699,265,19,275,591,341,101,358,472,392,211,407,341,418
12 (110).jpg,512,0,391,3,641,7,275,16,162,41,731,57,57,83,749,153,0,161,683,259,17,270,576,334,94,351,457,386,201,399,329,410
12 (111).jpg,341,0,208,1,468,12,78,23,588,35,710,67,0,100,789,131,793,226,6,227,721,318,91,331,611,379,211,398,489,416,352,427
12 (113).jpg,545,0,425,2,668,6,304,15,178,43,757,52,61,90,780,144,0,178,726,249,26,299,630,330,122,383,518,390,247,426,386,427
12 (114).jpg,448,0,321,3,572,9,190,19,698,27,66,55,783,84,0,142,795,179,22,267,730,278,627,350,117,358,510,400,239,411,378,424
12 (115).jpg,209,0,344,5,78,20,471,22,593,49,716,86,0,97,791,156,5,224,788,252,87,329,709,340,596,395,202,399,473,427,338,432
12 (117).jpg,392,0,540,2,237,14,684,15,829,40,86,53,925,109,0,154,936,220,17,302,858,334,734,416,123,415,593,474,267,481,433,501
frame_0000.jpg,408,0,554,4,261,8,120,29,703,30,849,80,12,112,917,178,0,236,890,303,84,348,783,401,208,421,645,452,351,465,500,474
frame_0002.jpg,408,0,555,4,261,8,120,28,704,30,849,80,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0004.jpg,409,0,555,5,261,8,120,28,704,30,849,80,12,112,916,178,0,235,891,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0007.jpg,409,0,554,4,261,8,120,28,704,30,849,80,11,113,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0009.jpg,408,0,555,5,261,7,120,28,703,30,849,80,11,112,916,178,0,236,890,303,84,348,783,400,208,421,645,452,351,464,500,474
frame_0011.jpg,408,0,555,4,261,8,120,28,704,30,849,79,12,112,917,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0012.jpg,408,0,555,4,261,8,120,28,704,31,849,80,12,112,917,178,0,236,890,304,85,347,783,401,208,421,645,452,351,465,500,474
frame_0014.jpg,408,0,555,4,261,8,120,28,703,30,849,80,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0015.jpg,408,0,554,4,261,8,120,28,703,30,849,80,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0016.jpg,408,0,555,4,261,8,120,27,704,30,849,80,12,112,916,178,0,236,891,304,84,348,783,400,208,421,645,452,351,465,500,475
frame_0018.jpg,408,0,555,4,261,7,119,29,704,30,849,79,11,112,916,178,0,236,891,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0019.jpg,409,0,554,4,261,8,120,29,704,31,849,80,12,112,916,179,0,236,891,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0020.jpg,409,0,554,4,261,8,120,28,704,30,849,80,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,464,500,474
frame_0023.jpg,407,0,554,4,260,8,120,29,704,30,849,79,12,112,917,178,0,236,891,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0025.jpg,408,0,554,4,261,7,120,28,704,31,849,79,11,113,916,179,0,236,890,304,84,347,783,401,208,421,645,452,351,465,500,474
frame_0027.jpg,408,0,554,4,261,8,120,28,703,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,464,500,475
frame_0029.jpg,408,0,554,4,262,8,120,28,704,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0030.jpg,408,0,555,4,261,8,120,28,703,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,464,500,474
frame_0031.jpg,408,0,555,4,261,8,120,27,703,30,849,80,11,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,464,500,474
frame_0032.jpg,408,0,554,5,261,8,119,29,703,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0033.jpg,408,0,554,4,261,8,119,29,704,30,849,79,12,112,916,178,0,236,890,303,85,348,783,401,208,421,645,452,351,465,500,474
frame_0034.jpg,408,0,554,4,261,8,120,29,703,31,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0035.jpg,408,0,554,4,261,8,120,28,703,30,849,79,12,112,916,178,0,236,890,303,84,348,783,401,208,421,645,452,351,465,500,474
frame_0036.jpg,408,0,555,4,261,8,120,28,704,30,849,79,12,112,917,178,0,236,890,303,84,348,783,401,208,421,645,452,351,465,500,475
frame_0037.jpg,409,0,555,5,261,9,120,30,703,31,849,81,12,113,917,179,0,237,891,305,84,349,783,402,208,422,645,453,351,465,500,476
frame_0038.jpg,408,0,555,4,261,8,120,28,704,30,849,79,11,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,464,500,474
frame_0039.jpg,407,0,555,4,261,8,120,29,703,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0040.jpg,408,0,554,4,261,7,120,28,703,30,849,80,11,113,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0041.jpg,409,0,555,5,261,8,120,28,703,30,849,79,12,112,917,178,0,236,890,303,84,348,783,401,208,421,645,452,351,465,500,474
frame_0042.jpg,408,0,554,4,261,8,120,28,704,31,849,80,12,112,917,178,0,236,891,304,84,348,783,400,208,421,645,452,351,465,500,475
frame_0043.jpg,409,0,555,4,262,8,121,28,705,30,850,80,13,112,917,179,0,236,891,303,85,348,784,400,209,421,646,452,352,465,501,474
frame_0046.jpg,408,0,555,4,261,8,119,29,703,30,849,80,11,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0048.jpg,409,0,554,4,261,8,120,28,704,31,849,80,12,112,916,178,0,236,891,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0049.jpg,408,0,555,4,261,8,120,28,703,30,849,80,11,112,916,178,0,236,891,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0051.jpg,408,0,555,4,261,8,120,28,703,30,849,80,12,112,916,178,0,235,890,304,84,348,783,400,208,421,645,452,351,465,500,475
frame_0052.jpg,408,0,555,5,261,8,120,28,703,30,849,79,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0055.jpg,409,0,556,4,262,8,121,28,704,30,850,80,13,112,917,178,0,236,891,304,85,348,784,401,209,421,646,452,352,465,501,475
frame_0056.jpg,408,0,555,4,261,8,120,28,703,30,849,80,12,112,916,178,0,235,890,304,84,348,783,401,208,421,645,452,351,464,500,474
frame_0057.jpg,409,0,556,4,262,8,121,28,705,30,850,80,13,112,916,178,0,236,891,304,85,348,784,401,209,421,646,452,352,465,501,475
frame_0058.jpg,408,0,555,4,261,7,120,28,704,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0059.jpg,409,0,556,4,262,8,121,28,704,30,850,80,13,112,917,178,0,236,891,304,85,348,784,400,209,421,646,452,352,464,501,474
frame_0062.jpg,408,0,554,5,261,8,120,29,704,31,849,81,12,113,916,179,0,237,890,305,84,349,783,401,208,422,645,453,351,466,500,476
frame_0063.jpg,408,0,555,4,261,8,119,29,703,30,849,80,12,112,916,178,0,236,890,303,84,348,783,400,208,421,645,452,351,465,500,474
frame_0064.jpg,408,0,554,5,262,9,119,30,704,31,849,81,12,113,915,179,0,237,891,305,84,349,783,402,208,422,645,453,351,466,500,475
frame_0066.jpg,408,0,555,4,261,8,121,27,703,30,849,80,12,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0067.jpg,409,0,555,4,261,8,120,29,703,30,849,79,11,112,916,178,0,236,890,303,84,348,783,401,208,421,645,452,351,465,500,474
frame_0069.jpg,408,0,555,4,261,8,120,29,704,30,849,80,11,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0070.jpg,408,0,554,5,261,9,120,29,704,31,849,80,12,113,916,179,0,237,891,305,84,349,783,401,208,422,645,453,351,466,500,475
frame_0071.jpg,409,0,555,4,261,8,120,28,703,30,849,80,11,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,475
frame_0075.jpg,407,0,554,4,261,8,120,29,703,30,849,79,11,113,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,464,500,474
frame_0078.jpg,408,0,554,4,261,8,120,28,704,30,849,80,11,112,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,474
frame_0079.jpg,408,0,555,4,261,8,119,29,704,30,849,80,13,111,916,178,0,236,890,304,84,348,783,400,208,421,645,452,351,465,500,475
frame_0080.jpg,408,0,555,4,261,8,120,28,704,30,849,80,12,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,475
frame_0085.jpg,408,0,555,5,261,8,120,29,703,30,849,80,12,112,916,178,0,236,891,304,84,348,783,401,208,421,645,452,351,465,500,475
frame_0087.jpg,408,0,555,4,261,8,120,28,703,30,849,80,11,112,917,178,0,235,891,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0088.jpg,407,0,555,5,261,7,121,27,704,30,850,80,11,112,916,178,0,236,890,304,84,348,783,401,208,421,645,452,351,465,500,475
frame_0089.jpg,408,0,554,5,261,8,120,28,703,30,849,80,12,112,916,178,0,235,890,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0090.jpg,408,0,555,6,261,8,121,29,703,31,849,81,12,113,916,180,0,237,890,305,84,349,783,402,208,422,645,453,351,466,500,475
frame_0091.jpg,408,0,554,4,261,8,120,28,703,30,849,80,12,112,916,178,0,236,891,304,84,348,783,401,208,421,645,452,351,465,500,474
frame_0092.jpg,409,0,554,5,261,9,120,29,703,31,849,80,12,112,916,179,0,236,891,305,84,348,783,401,208,421,645,453,351,465,500,475
frame_0093.jpg,407,0,554,4,261,7,120,28,703,30,849,80,12,111,916,178,0,235,890,303,84,347,782,400,208,420,644,452,350,464,499,474
frame_0094.jpg,409,0,555,5,262,8,121,28,704,30,850,79,12,112,916,178,0,235,891,303,84,346,783,399,208,420,645,451,350,464,500,473
frame_0095.jpg,408,0,554,5,260,9,118,29,702,30,848,79,11,112,916,177,0,236,892,302,85,349,786,398,211,422,649,451,355,465,504,474
frame_0096.jpg,409,0,556,6,262,8,120,28,704,31,849,81,10,112,917,178,0,237,894,303,87,350,789,399,214,423,653,451,359,466,508,474
frame_0098.jpg,410,0,556,6,263,8,123,26,703,33,847,82,14,110,913,179,0,233,888,304,83,345,782,400,206,420,644,452,349,464,499,474
frame_0099.jpg,409,0,554,4,263,8,122,29,703,30,847,77,13,112,915,175,0,235,890,300,83,347,783,397,207,420,645,449,350,463,500,472
frame_0100.jpg,410,0,555,4,264,8,124,27,704,30,849,78,15,109,917,176,0,231,891,301,82,342,782,397,204,416,643,449,346,460,496,470
frame_0103.jpg,410,0,555,3,263,8,123,28,703,29,849,77,14,110,917,174,0,234,893,299,83,345,787,397,207,419,648,449,350,463,501,472
frame_0104.jpg,410,0,555,4,263,9,123,28,703,29,848,77,14,111,917,173,0,233,893,298,82,344,786,396,205,417,646,447,349,460,500,470
frame_0106.jpg,408,0,554,3,262,9,703,27,124,30,852,74,16,111,923,172,0,233,898,300,81,344,788,399,202,418,645,451,345,463,497,474
frame_0107.jpg,409,0,556,3,263,9,707,27,124,29,856,76,16,112,926,175,0,233,901,302,80,345,790,400,202,419,646,453,345,464,497,475
frame_0111.jpg,423,0,577,1,270,13,740,26,127,36,902,75,17,120,979,179,0,244,951,317,80,358,827,421,203,435,671,475,351,483,511,497
frame_0112.jpg,582,0,425,1,270,15,747,22,126,40,914,71,16,127,994,177,0,253,967,317,81,367,843,425,206,444,684,482,357,493,520,505
frame_0114.jpg,447,0,612,2,286,11,785,30,136,34,961,84,20,120,1044,197,0,249,1011,344,80,369,207,453,876,454,362,508,705,508,532,526
frame_0115.jpg,615,0,447,1,283,15,792,24,132,40,973,78,16,131,1060,193,0,263,1033,341,85,385,898,458,217,468,727,516,377,521,551,538
frame_0116.jpg,452,0,621,0,288,14,797,25,134,39,975,76,16,131,1063,189,0,267,1038,338,90,390,909,453,226,474,740,514,389,526,565,539
frame_0118.jpg,646,0,472,2,301,19,828,24,141,48,1012,76,17,146,1103,192,0,289,1078,347,93,419,945,470,235,504,770,537,406,556,589,566
frame_0119.jpg,486,0,664,0,312,15,849,27,148,43,1036,81,19,142,1127,200,0,287,1100,359,95,420,964,482,240,509,786,549,414,564,601,576
frame_0122.jpg,521,0,343,5,700,11,175,21,886,50,34,111,1073,115,1164,242,0,259,1134,403,85,405,231,509,991,526,411,579,803,585,608,604
frame_0125.jpg,529,0,347,7,715,10,178,23,910,49,35,111,1109,117,1205,249,0,257,82,401,1170,417,224,506,1013,541,405,581,813,597,607,611
frame_0126.jpg,529,0,345,8,718,9,175,26,919,48,35,114,1124,117,1224,253,0,260,80,404,1188,424,222,511,1026,551,403,588,819,609,608,621
frame_0128.jpg,536,0,350,6,729,11,178,22,933,55,37,110,1142,128,0,255,1242,267,80,402,1202,442,221,512,1034,568,402,591,823,621,609,630
frame_0129.jpg,534,0,348,7,726,11,176,24,929,53,34,115,1135,124,0,264,1235,264,85,412,1198,439,230,522,1035,567,412,599,829,622,618,633
frame_0130.jpg,534,0,350,3,175,16,719,15,909,58,30,106,1099,127,1192,255,0,257,93,406,1163,418,246,513,1019,539,431,585,830,597,631,612
frame_0134.jpg,475,0,691,2,275,19,928,25,99,74,1194,76,0,199,1367,212,16,384,1354,413,124,536,1166,587,278,646,927,680,477,711,698,720
frame_0135.jpg,846,0,617,3,1111,17,417,23,241,62,84,129,1299,133,0,254,1310,340,22,426,1137,535,124,565,905,650,272,663,679,709,465,714
frame_0193.jpg,641,0,817,5,468,19,993,38,291,54,122,102,1086,139,0,221,1082,287,6,374,978,419,131,494,829,506,298,558,663,562,482,582
frame_0195.jpg,667,0,490,12,845,14,309,40,1021,52,133,81,1112,156,2,197,1104,303,0,353,994,432,124,481,840,516,293,552,668,568,481,582
frame_0196.jpg,680,0,501,7,858,17,318,31,1034,61,140,68,1125,168,6,183,1114,318,0,342,1002,447,122,474,845,529,291,551,670,578,481,587
frame_0198.jpg,696,0,513,8,881,17,325,33,1066,62,144,71,1161,174,7,189,1149,330,0,351,1031,463,124,487,866,547,296,567,686,596,490,604
frame_0199.jpg,713,0,525,9,901,18,334,34,1087,64,150,74,1182,179,8,194,1167,339,0,359,1046,476,124,499,877,561,298,581,693,611,495,620
frame_0200.jpg,720,0,529,10,913,18,335,38,1105,64,149,78,1203,181,7,200,1189,344,0,367,1064,484,125,508,892,571,302,591,704,621,502,630
frame_0201.jpg,732,0,538,8,927,18,342,34,1122,66,154,74,1221,185,10,195,1206,350,0,363,1078,490,125,505,902,577,303,591,710,626,505,633
frame_0202.jpg,739,0,544,7,936,20,346,34,1133,69,157,71,1235,189,11,192,1220,355,0,361,1091,497,125,506,913,583,304,594,718,632,509,638
frame_0205.jpg,764,0,562,12,970,18,357,41,1176,65,161,84,1286,188,11,211,1275,363,0,386,1144,512,132,536,957,607,320,625,754,661,535,669
frame_0207.jpg,787,0,999,14,577,16,366,51,1212,58,161,102,1327,184,6,239,1321,365,0,425,1191,525,142,579,1003,628,342,667,795,691,568,706
frame_0208.jpg,796,0,1012,13,582,20,1230,55,364,60,157,112,1347,182,2,254,1342,366,0,444,1211,530,147,599,1022,637,352,686,812,704,582,723
frame_0209.jpg,814,0,1031,15,598,15,377,51,1249,61,165,102,1367,189,5,244,1361,373,0,437,1230,535,151,597,1040,641,360,686,827,707,594,725
frame_0210.jpg,837,0,618,11,1057,22,393,44,1275,72,177,91,1391,204,10,231,1381,390,0,427,1245,552,148,593,1050,657,358,689,833,720,595,733
frame_0211.jpg,872,0,647,6,1094,27,417,34,192,78,1315,83,1428,221,16,219,1413,412,0,422,1272,575,150,596,1074,679,365,699,851,739,608,749
frame_0212.jpg,895,0,665,6,1123,28,429,35,198,80,1348,86,17,222,1461,227,1446,421,0,429,1300,587,153,605,1095,691,372,710,869,752,621,761
frame_0213.jpg,911,0,677,5,1144,29,438,32,204,75,1373,91,18,220,1489,234,1472,432,0,430,1322,599,153,611,1111,704,374,719,879,765,626,772
frame_0214.jpg,920,0,682,6,1157,29,440,34,206,77,1394,91,20,221,1513,239,0,432,1495,440,1339,611,151,614,1122,717,372,725,883,777,625,782
frame_0216.jpg,931,0,688,9,1177,27,441,41,204,88,1422,87,1550,238,18,237,1535,449,0,450,1377,627,154,635,1153,739,380,748,906,801,641,807
frame_0217.jpg,940,0,695,12,1186,25,445,47,1431,82,204,95,1562,231,14,249,1554,441,0,468,1403,622,164,656,1184,739,401,766,938,807,668,819
